"Date_reported","Country_code","Country","WHO_region","New_cases","New_deaths"
2020-06-21,"FO","Faroe Islands","EURO",0,0
2020-06-22,"FO","Faroe Islands","EURO",0,0
2020-06-23,"FO","Faroe Islands","EURO",0,0
2020-03-19,"FJ","Fiji","WPRO",1,0
2020-03-20,"FJ","Fiji","WPRO",0,0
2020-03-21,"FJ","Fiji","WPRO",1,0
2020-03-22,"FJ","Fiji","WPRO",0,0
2020-03-23,"FJ","Fiji","WPRO",1,0
2020-03-24,"FJ","Fiji","WPRO",1,0
2020-03-25,"FJ","Fiji","WPRO",1,0
2020-03-26,"FJ","Fiji","WPRO",0,0
2020-03-27,"FJ","Fiji","WPRO",0,0
2020-03-28,"FJ","Fiji","WPRO",0,0
2020-03-29,"FJ","Fiji","WPRO",0,0
2020-03-30,"FJ","Fiji","WPRO",0,0
2020-03-31,"FJ","Fiji","WPRO",0,0
2020-04-01,"FJ","Fiji","WPRO",0,0
2020-04-02,"FJ","Fiji","WPRO",0,0
2020-04-03,"FJ","Fiji","WPRO",2,0
2020-04-04,"FJ","Fiji","WPRO",0,0
2020-04-05,"FJ","Fiji","WPRO",5,0
2020-04-06,"FJ","Fiji","WPRO",2,0
2020-04-07,"FJ","Fiji","WPRO",1,0
2020-04-08,"FJ","Fiji","WPRO",0,0
2020-04-09,"FJ","Fiji","WPRO",0,0
2020-04-10,"FJ","Fiji","WPRO",0,0
2020-04-11,"FJ","Fiji","WPRO",1,0
2020-04-12,"FJ","Fiji","WPRO",0,0
2020-04-13,"FJ","Fiji","WPRO",0,0
2020-04-14,"FJ","Fiji","WPRO",0,0
2020-04-15,"FJ","Fiji","WPRO",0,0
2020-04-16,"FJ","Fiji","WPRO",0,0
2020-04-17,"FJ","Fiji","WPRO",1,0
2020-04-18,"FJ","Fiji","WPRO",0,0
2020-04-19,"FJ","Fiji","WPRO",0,0
2020-04-20,"FJ","Fiji","WPRO",0,0
2020-04-21,"FJ","Fiji","WPRO",1,0
2020-04-22,"FJ","Fiji","WPRO",0,0
2020-04-23,"FJ","Fiji","WPRO",0,0
2020-04-24,"FJ","Fiji","WPRO",0,0
2020-04-25,"FJ","Fiji","WPRO",0,0
2020-04-26,"FJ","Fiji","WPRO",0,0
2020-04-27,"FJ","Fiji","WPRO",0,0
2020-04-28,"FJ","Fiji","WPRO",0,0
2020-04-29,"FJ","Fiji","WPRO",0,0
2020-04-30,"FJ","Fiji","WPRO",0,0
2020-05-01,"FJ","Fiji","WPRO",0,0
2020-05-02,"FJ","Fiji","WPRO",0,0
2020-05-03,"FJ","Fiji","WPRO",0,0
2020-05-04,"FJ","Fiji","WPRO",0,0
2020-05-05,"FJ","Fiji","WPRO",0,0
2020-05-06,"FJ","Fiji","WPRO",0,0
2020-05-07,"FJ","Fiji","WPRO",0,0
2020-05-08,"FJ","Fiji","WPRO",0,0
2020-05-09,"FJ","Fiji","WPRO",0,0
2020-05-10,"FJ","Fiji","WPRO",0,0
2020-05-11,"FJ","Fiji","WPRO",0,0
2020-05-12,"FJ","Fiji","WPRO",0,0
2020-05-13,"FJ","Fiji","WPRO",0,0
2020-05-14,"FJ","Fiji","WPRO",0,0
2020-05-15,"FJ","Fiji","WPRO",0,0
2020-05-16,"FJ","Fiji","WPRO",0,0
2020-05-17,"FJ","Fiji","WPRO",0,0
2020-05-18,"FJ","Fiji","WPRO",0,0
2020-05-19,"FJ","Fiji","WPRO",0,0
2020-05-20,"FJ","Fiji","WPRO",0,0
2020-05-21,"FJ","Fiji","WPRO",0,0
2020-05-22,"FJ","Fiji","WPRO",0,0
2020-05-23,"FJ","Fiji","WPRO",0,0
2020-05-24,"FJ","Fiji","WPRO",0,0
2020-05-25,"FJ","Fiji","WPRO",0,0
2020-05-26,"FJ","Fiji","WPRO",0,0
2020-05-27,"FJ","Fiji","WPRO",0,0
2020-05-28,"FJ","Fiji","WPRO",0,0
2020-05-29,"FJ","Fiji","WPRO",0,0
2020-05-30,"FJ","Fiji","WPRO",0,0
2020-05-31,"FJ","Fiji","WPRO",0,0
2020-06-01,"FJ","Fiji","WPRO",0,0
2020-06-02,"FJ","Fiji","WPRO",0,0
2020-06-03,"FJ","Fiji","WPRO",0,0
2020-06-04,"FJ","Fiji","WPRO",0,0
2020-06-05,"FJ","Fiji","WPRO",0,0
2020-06-06,"FJ","Fiji","WPRO",0,0
2020-06-07,"FJ","Fiji","WPRO",0,0
2020-06-08,"FJ","Fiji","WPRO",0,0
2020-06-09,"FJ","Fiji","WPRO",0,0
2020-06-10,"FJ","Fiji","WPRO",0,0
2020-06-11,"FJ","Fiji","WPRO",0,0
2020-06-12,"FJ","Fiji","WPRO",0,0
2020-06-13,"FJ","Fiji","WPRO",0,0
2020-06-14,"FJ","Fiji","WPRO",0,0
2020-06-15,"FJ","Fiji","WPRO",0,0
2020-06-16,"FJ","Fiji","WPRO",0,0
2020-06-17,"FJ","Fiji","WPRO",0,0
2020-06-18,"FJ","Fiji","WPRO",0,0
2020-06-19,"FJ","Fiji","WPRO",0,0
2020-06-20,"FJ","Fiji","WPRO",0,0
2020-06-21,"FJ","Fiji","WPRO",0,0
2020-06-22,"FJ","Fiji","WPRO",0,0
2020-06-23,"FJ","Fiji","WPRO",0,0
2020-01-29,"FI","Finland","EURO",1,0
2020-01-30,"FI","Finland","EURO",0,0
2020-01-31,"FI","Finland","EURO",0,0
2020-02-01,"FI","Finland","EURO",0,0
2020-02-02,"FI","Finland","EURO",0,0
2020-02-03,"FI","Finland","EURO",0,0
2020-02-04,"FI","Finland","EURO",0,0
2020-02-05,"FI","Finland","EURO",0,0
2020-02-06,"FI","Finland","EURO",0,0
2020-02-07,"FI","Finland","EURO",0,0
2020-02-08,"FI","Finland","EURO",0,0
2020-02-09,"FI","Finland","EURO",0,0
2020-02-10,"FI","Finland","EURO",0,0
2020-02-11,"FI","Finland","EURO",0,0
2020-02-12,"FI","Finland","EURO",0,0
2020-02-13,"FI","Finland","EURO",0,0
2020-02-14,"FI","Finland","EURO",0,0
2020-02-15,"FI","Finland","EURO",0,0
2020-02-16,"FI","Finland","EURO",0,0
2020-02-17,"FI","Finland","EURO",0,0
2020-02-18,"FI","Finland","EURO",0,0
2020-02-19,"FI","Finland","EURO",0,0
2020-02-20,"FI","Finland","EURO",0,0
2020-02-21,"FI","Finland","EURO",0,0
2020-02-22,"FI","Finland","EURO",0,0
2020-02-23,"FI","Finland","EURO",0,0
2020-02-24,"FI","Finland","EURO",0,0
2020-02-25,"FI","Finland","EURO",0,0
2020-02-26,"FI","Finland","EURO",1,0
2020-02-27,"FI","Finland","EURO",0,0
2020-02-28,"FI","Finland","EURO",0,0
2020-02-29,"FI","Finland","EURO",0,0
2020-03-01,"FI","Finland","EURO",4,0
2020-03-02,"FI","Finland","EURO",1,0
2020-03-03,"FI","Finland","EURO",0,0
2020-03-04,"FI","Finland","EURO",0,0
2020-03-05,"FI","Finland","EURO",5,0
2020-03-06,"FI","Finland","EURO",7,0
2020-03-07,"FI","Finland","EURO",0,0
2020-03-08,"FI","Finland","EURO",11,0
2020-03-09,"FI","Finland","EURO",10,0
2020-03-10,"FI","Finland","EURO",0,0
2020-03-11,"FI","Finland","EURO",0,0
2020-03-12,"FI","Finland","EURO",115,0
2020-03-13,"FI","Finland","EURO",0,0
2020-03-14,"FI","Finland","EURO",55,0
2020-03-15,"FI","Finland","EURO",57,0
2020-03-16,"FI","Finland","EURO",5,0
2020-03-17,"FI","Finland","EURO",47,0
2020-03-18,"FI","Finland","EURO",40,0
2020-03-19,"FI","Finland","EURO",10,0
2020-03-20,"FI","Finland","EURO",81,0
2020-03-21,"FI","Finland","EURO",71,1
2020-03-22,"FI","Finland","EURO",0,0
2020-03-23,"FI","Finland","EURO",105,0
2020-03-24,"FI","Finland","EURO",74,0
2020-03-25,"FI","Finland","EURO",92,0
2020-03-26,"FI","Finland","EURO",88,2
2020-03-27,"FI","Finland","EURO",78,1
2020-03-28,"FI","Finland","EURO",67,3
2020-03-29,"FI","Finland","EURO",193,2
2020-03-30,"FI","Finland","EURO",0,2
2020-03-31,"FI","Finland","EURO",95,2
2020-04-01,"FI","Finland","EURO",71,4
2020-04-02,"FI","Finland","EURO",62,0
2020-04-03,"FI","Finland","EURO",72,2
2020-04-04,"FI","Finland","EURO",97,1
2020-04-05,"FI","Finland","EURO",267,5
2020-04-06,"FI","Finland","EURO",45,3
2020-04-07,"FI","Finland","EURO",249,0
2020-04-08,"FI","Finland","EURO",132,6
2020-04-09,"FI","Finland","EURO",179,6
2020-04-10,"FI","Finland","EURO",118,2
2020-04-11,"FI","Finland","EURO",164,6
2020-04-12,"FI","Finland","EURO",136,1
2020-04-13,"FI","Finland","EURO",69,7
2020-04-14,"FI","Finland","EURO",90,3
2020-04-15,"FI","Finland","EURO",97,5
2020-04-16,"FI","Finland","EURO",76,8
2020-04-17,"FI","Finland","EURO",132,3
2020-04-18,"FI","Finland","EURO",120,7
2020-04-19,"FI","Finland","EURO",192,8
2020-04-20,"FI","Finland","EURO",102,4
2020-04-21,"FI","Finland","EURO",85,4
2020-04-22,"FI","Finland","EURO",146,43
2020-04-23,"FI","Finland","EURO",115,8
2020-04-24,"FI","Finland","EURO",155,23
2020-04-25,"FI","Finland","EURO",111,5
2020-04-26,"FI","Finland","EURO",80,9
2020-04-27,"FI","Finland","EURO",101,4
2020-04-28,"FI","Finland","EURO",119,3
2020-04-29,"FI","Finland","EURO",45,6
2020-04-30,"FI","Finland","EURO",166,7
2020-05-01,"FI","Finland","EURO",89,5
2020-05-02,"FI","Finland","EURO",56,7
2020-05-03,"FI","Finland","EURO",128,2
2020-05-04,"FI","Finland","EURO",75,10
2020-05-05,"FI","Finland","EURO",73,10
2020-05-06,"FI","Finland","EURO",85,6
2020-05-07,"FI","Finland","EURO",161,6
2020-05-08,"FI","Finland","EURO",100,3
2020-05-09,"FI","Finland","EURO",65,5
2020-05-10,"FI","Finland","EURO",142,5
2020-05-11,"FI","Finland","EURO",82,2
2020-05-12,"FI","Finland","EURO",22,4
2020-05-13,"FI","Finland","EURO",19,4
2020-05-14,"FI","Finland","EURO",51,9
2020-05-15,"FI","Finland","EURO",91,3
2020-05-16,"FI","Finland","EURO",83,6
2020-05-17,"FI","Finland","EURO",58,4
2020-05-18,"FI","Finland","EURO",61,1
2020-05-19,"FI","Finland","EURO",33,2
2020-05-20,"FI","Finland","EURO",19,1
2020-05-21,"FI","Finland","EURO",44,3
2020-05-22,"FI","Finland","EURO",50,2
2020-05-23,"FI","Finland","EURO",44,0
2020-05-24,"FI","Finland","EURO",31,0
2020-05-25,"FI","Finland","EURO",11,1
2020-05-26,"FI","Finland","EURO",20,1
2020-05-27,"FI","Finland","EURO",29,4
2020-05-28,"FI","Finland","EURO",64,1
2020-05-29,"FI","Finland","EURO",51,0
2020-05-30,"FI","Finland","EURO",33,1
2020-05-31,"FI","Finland","EURO",50,2
2020-06-01,"FI","Finland","EURO",33,4
2020-06-02,"FI","Finland","EURO",26,0
2020-06-03,"FI","Finland","EURO",2,0
2020-06-04,"FI","Finland","EURO",24,1
2020-06-05,"FI","Finland","EURO",0,1
2020-06-06,"FI","Finland","EURO",30,0
2020-06-07,"FI","Finland","EURO",23,0
2020-06-08,"FI","Finland","EURO",17,1
2020-06-09,"FI","Finland","EURO",20,0
2020-06-10,"FI","Finland","EURO",24,1
2020-06-11,"FI","Finland","EURO",15,0
2020-06-12,"FI","Finland","EURO",24,1
2020-06-13,"FI","Finland","EURO",9,0
2020-06-14,"FI","Finland","EURO",14,0
2020-06-15,"FI","Finland","EURO",17,1
2020-06-16,"FI","Finland","EURO",4,0
2020-06-17,"FI","Finland","EURO",4,0
2020-06-18,"FI","Finland","EURO",5,0
2020-06-19,"FI","Finland","EURO",0,0
2020-06-20,"FI","Finland","EURO",16,0
2020-06-21,"FI","Finland","EURO",9,0
2020-06-22,"FI","Finland","EURO",1,0
2020-06-23,"FI","Finland","EURO",1,1
2020-01-24,"FR","France","EURO",3,0
2020-01-25,"FR","France","EURO",0,0
2020-01-26,"FR","France","EURO",0,0
2020-01-27,"FR","France","EURO",0,0
2020-01-28,"FR","France","EURO",1,0
2020-01-29,"FR","France","EURO",0,0
2020-01-30,"FR","France","EURO",2,0
2020-01-31,"FR","France","EURO",0,0
2020-02-01,"FR","France","EURO",0,0
2020-02-02,"FR","France","EURO",0,0
2020-02-03,"FR","France","EURO",0,0
2020-02-04,"FR","France","EURO",0,0
2020-02-05,"FR","France","EURO",0,0
2020-02-06,"FR","France","EURO",0,0
2020-02-07,"FR","France","EURO",0,0
2020-02-08,"FR","France","EURO",5,0
2020-02-09,"FR","France","EURO",0,0
2020-02-10,"FR","France","EURO",0,0
2020-02-11,"FR","France","EURO",0,0
2020-02-12,"FR","France","EURO",0,0
2020-02-13,"FR","France","EURO",0,0
2020-02-14,"FR","France","EURO",0,0
2020-02-15,"FR","France","EURO",0,1
2020-02-16,"FR","France","EURO",1,0
2020-02-17,"FR","France","EURO",0,0
2020-02-18,"FR","France","EURO",0,0
2020-02-19,"FR","France","EURO",0,0
2020-02-20,"FR","France","EURO",0,0
2020-02-21,"FR","France","EURO",0,0
2020-02-22,"FR","France","EURO",0,0
2020-02-23,"FR","France","EURO",0,0
2020-02-24,"FR","France","EURO",0,0
2020-02-25,"FR","France","EURO",0,0
2020-02-26,"FR","France","EURO",6,1
2020-02-27,"FR","France","EURO",0,0
2020-02-28,"FR","France","EURO",39,0
2020-02-29,"FR","France","EURO",43,0
2020-03-01,"FR","France","EURO",0,0
2020-03-02,"FR","France","EURO",88,1
2020-03-03,"FR","France","EURO",21,1
2020-03-04,"FR","France","EURO",73,0
2020-03-05,"FR","France","EURO",138,2
2020-03-06,"FR","France","EURO",193,3
2020-03-07,"FR","France","EURO",93,1
2020-03-08,"FR","France","EURO",410,9
2020-03-09,"FR","France","EURO",286,11
2020-03-10,"FR","France","EURO",372,3
2020-03-11,"FR","France","EURO",495,15
2020-03-12,"FR","France","EURO",12,0
2020-03-13,"FR","France","EURO",1359,31
2020-03-14,"FR","France","EURO",829,12
2020-03-15,"FR","France","EURO",911,36
2020-03-16,"FR","France","EURO",1193,21
2020-03-17,"FR","France","EURO",1079,27
2020-03-18,"FR","France","EURO",1391,69
2020-03-19,"FR","France","EURO",1834,128
2020-03-20,"FR","France","EURO",1598,78
2020-03-21,"FR","France","EURO",1821,112
2020-03-22,"FR","France","EURO",0,0
2020-03-23,"FR","France","EURO",1525,112
2020-03-24,"FR","France","EURO",3794,186
2020-03-25,"FR","France","EURO",2410,240
2020-03-26,"FR","France","EURO",2895,231
2020-03-27,"FR","France","EURO",3866,364
2020-03-28,"FR","France","EURO",3756,297
2020-03-29,"FR","France","EURO",4603,319
2020-03-30,"FR","France","EURO",2497,291
2020-03-31,"FR","France","EURO",4335,415
2020-04-01,"FR","France","EURO",7500,497
2020-04-02,"FR","France","EURO",4784,505
2020-04-03,"FR","France","EURO",2066,471
2020-04-04,"FR","France","EURO",5209,2003
2020-04-05,"FR","France","EURO",4221,1053
2020-04-06,"FR","France","EURO",1850,518
2020-04-07,"FR","France","EURO",3881,832
2020-04-08,"FR","France","EURO",3738,1417
2020-04-09,"FR","France","EURO",3869,540
2020-04-10,"FR","France","EURO",4256,1339
2020-04-11,"FR","France","EURO",4332,987
2020-04-12,"FR","France","EURO",3104,635
2020-04-13,"FR","France","EURO",1595,560
2020-04-14,"FR","France","EURO",2668,572
2020-04-15,"FR","France","EURO",5483,762
2020-04-16,"FR","France","EURO",2622,1438
2020-04-17,"FR","France","EURO",2623,753
2020-04-18,"FR","France","EURO",385,760
2020-04-19,"FR","France","EURO",2558,635
2020-04-20,"FR","France","EURO",742,395
2020-04-21,"FR","France","EURO",2050,544
2020-04-22,"FR","France","EURO",2638,530
2020-04-23,"FR","France","EURO",1810,544
2020-04-24,"FR","France","EURO",1622,516
2020-04-25,"FR","France","EURO",1755,389
2020-04-26,"FR","France","EURO",1537,368
2020-04-27,"FR","France","EURO",404,241
2020-04-28,"FR","France","EURO",1160,440
2020-04-29,"FR","France","EURO",1025,366
2020-04-30,"FR","France","EURO",1602,427
2020-05-01,"FR","France","EURO",1055,288
2020-05-02,"FR","France","EURO",601,218
2020-05-03,"FR","France","EURO",736,164
2020-05-04,"FR","France","EURO",250,135
2020-05-05,"FR","France","EURO",534,306
2020-05-06,"FR","France","EURO",1050,326
2020-05-07,"FR","France","EURO",4176,278
2020-05-08,"FR","France","EURO",512,177
2020-05-09,"FR","France","EURO",598,242
2020-05-10,"FR","France","EURO",430,80
2020-05-11,"FR","France","EURO",65,70
2020-05-12,"FR","France","EURO",418,262
2020-05-13,"FR","France","EURO",670,348
2020-05-14,"FR","France","EURO",448,81
2020-05-15,"FR","France","EURO",543,349
2020-05-16,"FR","France","EURO",494,104
2020-05-17,"FR","France","EURO",362,96
2020-05-18,"FR","France","EURO",28,481
2020-05-19,"FR","France","EURO",461,131
2020-05-20,"FR","France","EURO",462,-218
2020-05-21,"FR","France","EURO",353,109
2020-05-22,"FR","France","EURO",278,83
2020-05-23,"FR","France","EURO",359,74
2020-05-24,"FR","France","EURO",224,43
2020-05-25,"FR","France","EURO",31,34
2020-05-26,"FR","France","EURO",278,64
2020-05-27,"FR","France","EURO",222,98
2020-05-28,"FR","France","EURO",148,66
2020-05-29,"FR","France","EURO",3270,65
2020-05-30,"FR","France","EURO",535,52
2020-05-31,"FR","France","EURO",1779,57
2020-06-01,"FR","France","EURO",88,29
2020-06-02,"FR","France","EURO",251,30
2020-06-03,"FR","France","EURO",-840,107
2020-06-04,"FR","France","EURO",328,81
2020-06-05,"FR","France","EURO",678,43
2020-06-06,"FR","France","EURO",554,46
2020-06-07,"FR","France","EURO",527,31
2020-06-08,"FR","France","EURO",293,13
2020-06-09,"FR","France","EURO",98,52
2020-06-10,"FR","France","EURO",335,85
2020-06-11,"FR","France","EURO",397,23
2020-06-12,"FR","France","EURO",358,27
2020-06-13,"FR","France","EURO",564,28
2020-06-14,"FR","France","EURO",393,23
2020-06-15,"FR","France","EURO",307,8
2020-06-16,"FR","France","EURO",52,30
2020-06-17,"FR","France","EURO",226,108
2020-06-18,"FR","France","EURO",311,28
2020-06-19,"FR","France","EURO",201,28
2020-06-20,"FR","France","EURO",584,14
2020-06-21,"FR","France","EURO",421,14
2020-06-22,"FR","France","EURO",5,6
2020-06-23,"FR","France","EURO",325,20
2020-03-07,"GF","French Guiana","AMRO",5,0
2020-03-08,"GF","French Guiana","AMRO",0,0
2020-03-09,"GF","French Guiana","AMRO",0,0
2020-03-10,"GF","French Guiana","AMRO",0,0
2020-03-11,"GF","French Guiana","AMRO",0,0
2020-03-12,"GF","French Guiana","AMRO",0,0
2020-03-13,"GF","French Guiana","AMRO",1,0
2020-03-14,"GF","French Guiana","AMRO",1,0
2020-03-15,"GF","French Guiana","AMRO",0,0
2020-03-16,"GF","French Guiana","AMRO",0,0
2020-03-17,"GF","French Guiana","AMRO",0,0
2020-03-18,"GF","French Guiana","AMRO",4,0
2020-03-19,"GF","French Guiana","AMRO",4,0
2020-03-20,"GF","French Guiana","AMRO",0,0
2020-03-21,"GF","French Guiana","AMRO",0,0
2020-03-22,"GF","French Guiana","AMRO",0,0
2020-03-23,"GF","French Guiana","AMRO",3,0
2020-03-24,"GF","French Guiana","AMRO",5,0
2020-03-25,"GF","French Guiana","AMRO",0,0
2020-03-26,"GF","French Guiana","AMRO",5,0
2020-03-27,"GF","French Guiana","AMRO",0,0
2020-03-28,"GF","French Guiana","AMRO",3,0
2020-03-29,"GF","French Guiana","AMRO",0,0
2020-03-30,"GF","French Guiana","AMRO",0,0
2020-03-31,"GF","French Guiana","AMRO",12,0
2020-04-01,"GF","French Guiana","AMRO",3,0
2020-04-02,"GF","French Guiana","AMRO",5,0
2020-04-03,"GF","French Guiana","AMRO",4,0
2020-04-04,"GF","French Guiana","AMRO",2,0
2020-04-05,"GF","French Guiana","AMRO",5,0
2020-04-06,"GF","French Guiana","AMRO",4,0
2020-04-07,"GF","French Guiana","AMRO",2,0
2020-04-08,"GF","French Guiana","AMRO",4,0
2020-04-09,"GF","French Guiana","AMRO",5,0
2020-04-10,"GF","French Guiana","AMRO",6,0
2020-04-11,"GF","French Guiana","AMRO",1,0
2020-04-12,"GF","French Guiana","AMRO",2,0
2020-04-13,"GF","French Guiana","AMRO",0,0
2020-04-14,"GF","French Guiana","AMRO",2,0
2020-04-15,"GF","French Guiana","AMRO",0,0
2020-04-16,"GF","French Guiana","AMRO",7,0
2020-04-17,"GF","French Guiana","AMRO",1,0
2020-04-18,"GF","French Guiana","AMRO",0,0
2020-04-19,"GF","French Guiana","AMRO",0,0
2020-04-20,"GF","French Guiana","AMRO",0,0
2020-04-21,"GF","French Guiana","AMRO",1,1
2020-04-22,"GF","French Guiana","AMRO",0,0
2020-04-23,"GF","French Guiana","AMRO",0,0
2020-04-24,"GF","French Guiana","AMRO",10,0
2020-04-25,"GF","French Guiana","AMRO",2,0
2020-04-26,"GF","French Guiana","AMRO",0,0
2020-04-27,"GF","French Guiana","AMRO",0,0
2020-04-28,"GF","French Guiana","AMRO",2,0
2020-04-29,"GF","French Guiana","AMRO",13,0
2020-04-30,"GF","French Guiana","AMRO",1,0
2020-05-01,"GF","French Guiana","AMRO",1,0
2020-05-02,"GF","French Guiana","AMRO",2,0
2020-05-03,"GF","French Guiana","AMRO",0,0
2020-05-04,"GF","French Guiana","AMRO",0,0
2020-05-05,"GF","French Guiana","AMRO",5,0
2020-05-06,"GF","French Guiana","AMRO",0,0
2020-05-07,"GF","French Guiana","AMRO",5,0
2020-05-08,"GF","French Guiana","AMRO",0,0
2020-05-09,"GF","French Guiana","AMRO",3,0
2020-05-10,"GF","French Guiana","AMRO",0,0
2020-05-11,"GF","French Guiana","AMRO",3,0
2020-05-12,"GF","French Guiana","AMRO",0,0
2020-05-13,"GF","French Guiana","AMRO",2,0
2020-05-14,"GF","French Guiana","AMRO",7,0
2020-05-15,"GF","French Guiana","AMRO",11,0
2020-05-16,"GF","French Guiana","AMRO",20,0
2020-05-17,"GF","French Guiana","AMRO",5,0
2020-05-18,"GF","French Guiana","AMRO",8,0
2020-05-19,"GF","French Guiana","AMRO",0,0
2020-05-20,"GF","French Guiana","AMRO",13,0
2020-05-21,"GF","French Guiana","AMRO",8,0
2020-05-22,"GF","French Guiana","AMRO",19,0
2020-05-23,"GF","French Guiana","AMRO",12,0
2020-05-24,"GF","French Guiana","AMRO",12,0
2020-05-25,"GF","French Guiana","AMRO",18,0
2020-05-26,"GF","French Guiana","AMRO",49,0
2020-05-27,"GF","French Guiana","AMRO",25,0
2020-05-28,"GF","French Guiana","AMRO",31,0
2020-05-29,"GF","French Guiana","AMRO",25,0
2020-05-30,"GF","French Guiana","AMRO",27,0
2020-05-31,"GF","French Guiana","AMRO",0,0
2020-06-01,"GF","French Guiana","AMRO",41,0
2020-06-02,"GF","French Guiana","AMRO",22,0
2020-06-03,"GF","French Guiana","AMRO",18,0
2020-06-04,"GF","French Guiana","AMRO",16,0
2020-06-05,"GF","French Guiana","AMRO",23,0
2020-06-06,"GF","French Guiana","AMRO",33,0
2020-06-07,"GF","French Guiana","AMRO",50,0
2020-06-08,"GF","French Guiana","AMRO",50,0
2020-06-09,"GF","French Guiana","AMRO",40,1
2020-06-10,"GF","French Guiana","AMRO",44,0
2020-06-11,"GF","French Guiana","AMRO",92,0
2020-06-12,"GF","French Guiana","AMRO",52,0
2020-06-13,"GF","French Guiana","AMRO",126,0
2020-06-14,"GF","French Guiana","AMRO",118,0
2020-06-15,"GF","French Guiana","AMRO",94,1
2020-06-16,"GF","French Guiana","AMRO",71,0
2020-06-17,"GF","French Guiana","AMRO",95,2
2020-06-18,"GF","French Guiana","AMRO",133,0
2020-06-19,"GF","French Guiana","AMRO",204,0
2020-06-20,"GF","French Guiana","AMRO",211,0
2020-06-21,"GF","French Guiana","AMRO",194,0
2020-06-22,"GF","French Guiana","AMRO",278,1
2020-06-23,"GF","French Guiana","AMRO",17,2
2020-03-12,"PF","French Polynesia","WPRO",1,0
2020-03-13,"PF","French Polynesia","WPRO",0,0
2020-03-14,"PF","French Polynesia","WPRO",0,0
2020-03-15,"PF","French Polynesia","WPRO",2,0
2020-03-16,"PF","French Polynesia","WPRO",0,0
2020-03-17,"PF","French Polynesia","WPRO",0,0
2020-03-18,"PF","French Polynesia","WPRO",0,0
2020-03-19,"PF","French Polynesia","WPRO",8,0
2020-03-20,"PF","French Polynesia","WPRO",0,0
2020-03-21,"PF","French Polynesia","WPRO",4,0
2020-03-22,"PF","French Polynesia","WPRO",0,0
2020-03-23,"PF","French Polynesia","WPRO",3,0
2020-03-24,"PF","French Polynesia","WPRO",5,0
2020-03-25,"PF","French Polynesia","WPRO",2,0
2020-03-26,"PF","French Polynesia","WPRO",0,0
2020-03-27,"PF","French Polynesia","WPRO",5,0
2020-03-28,"PF","French Polynesia","WPRO",0,0
2020-03-29,"PF","French Polynesia","WPRO",4,0
2020-03-30,"PF","French Polynesia","WPRO",1,0
2020-03-31,"PF","French Polynesia","WPRO",1,0
2020-04-01,"PF","French Polynesia","WPRO",1,0
2020-04-02,"PF","French Polynesia","WPRO",0,0
2020-04-03,"PF","French Polynesia","WPRO",0,0
2020-04-04,"PF","French Polynesia","WPRO",2,0
2020-04-05,"PF","French Polynesia","WPRO",1,0
2020-04-06,"PF","French Polynesia","WPRO",1,0
2020-04-07,"PF","French Polynesia","WPRO",1,0
2020-04-08,"PF","French Polynesia","WPRO",5,0
2020-04-09,"PF","French Polynesia","WPRO",4,0
2020-04-10,"PF","French Polynesia","WPRO",0,0
2020-04-11,"PF","French Polynesia","WPRO",0,0
2020-04-12,"PF","French Polynesia","WPRO",0,0
2020-04-13,"PF","French Polynesia","WPRO",2,0
2020-04-14,"PF","French Polynesia","WPRO",2,0
2020-04-15,"PF","French Polynesia","WPRO",0,0
2020-04-16,"PF","French Polynesia","WPRO",0,0
2020-04-17,"PF","French Polynesia","WPRO",0,0
2020-04-18,"PF","French Polynesia","WPRO",0,0
2020-04-19,"PF","French Polynesia","WPRO",0,0
2020-04-20,"PF","French Polynesia","WPRO",0,0
2020-04-21,"PF","French Polynesia","WPRO",1,0
2020-04-22,"PF","French Polynesia","WPRO",1,0
2020-04-23,"PF","French Polynesia","WPRO",0,0
2020-04-24,"PF","French Polynesia","WPRO",0,0
2020-04-25,"PF","French Polynesia","WPRO",0,0
2020-04-26,"PF","French Polynesia","WPRO",0,0
2020-04-27,"PF","French Polynesia","WPRO",0,0
2020-04-28,"PF","French Polynesia","WPRO",1,0
2020-04-29,"PF","French Polynesia","WPRO",0,0
2020-04-30,"PF","French Polynesia","WPRO",0,0
2020-05-01,"PF","French Polynesia","WPRO",0,0
2020-05-02,"PF","French Polynesia","WPRO",0,0
2020-05-03,"PF","French Polynesia","WPRO",0,0
2020-05-04,"PF","French Polynesia","WPRO",0,0
2020-05-05,"PF","French Polynesia","WPRO",0,0
2020-05-06,"PF","French Polynesia","WPRO",2,0
2020-05-07,"PF","French Polynesia","WPRO",0,0
2020-05-08,"PF","French Polynesia","WPRO",0,0
2020-05-09,"PF","French Polynesia","WPRO",0,0
2020-05-10,"PF","French Polynesia","WPRO",0,0
2020-05-11,"PF","French Polynesia","WPRO",0,0
2020-05-12,"PF","French Polynesia","WPRO",0,0
2020-05-13,"PF","French Polynesia","WPRO",0,0
2020-05-14,"PF","French Polynesia","WPRO",0,0
2020-05-15,"PF","French Polynesia","WPRO",0,0
2020-05-16,"PF","French Polynesia","WPRO",0,0
2020-05-17,"PF","French Polynesia","WPRO",0,0
2020-05-18,"PF","French Polynesia","WPRO",0,0
2020-05-19,"PF","French Polynesia","WPRO",0,0
2020-05-20,"PF","French Polynesia","WPRO",0,0
